id	length	tokens	group	pubYear	title	author	source	lat	lon	incipit	
927	33	5	Märchen	1914	Die Stiefmutter und der Seelenvogel	Karl Spiegel	http://www.zeno.org/Literatur/M/Spiegel,+Karl/M%C3%A4rchen/M%C3%A4rchen+aus+Bayern/1.+Echte+M%C3%A4rchen/3.+Die+Stiefmutter+und+der+Seelenvogel			Einmal war eine böse Stiefmutter.
928	74	12	Märchen	1914	Der Grindhansel	Karl Spiegel	http://www.zeno.org/Literatur/M/Spiegel,+Karl/M%C3%A4rchen/M%C3%A4rchen+aus+Bayern/1.+Echte+M%C3%A4rchen/4.+Der+Grindhansel			In einem Dorfe wohnte einmal eine Familie, gering und mit vielen Schulden.
929	28	5	Märchen	1914	Der Zauberring	Karl Spiegel	http://www.zeno.org/Literatur/M/Spiegel,+Karl/M%C3%A4rchen/M%C3%A4rchen+aus+Bayern/1.+Echte+M%C3%A4rchen/5.+Der+Zauberring			Es war einmal ein Schneider.
930	56	8	Märchen	1914	Die Königstochter zum goldenen Berge	Karl Spiegel	http://www.zeno.org/Literatur/M/Spiegel,+Karl/M%C3%A4rchen/M%C3%A4rchen+aus+Bayern/1.+Echte+M%C3%A4rchen/6.+Die+K%C3%B6nigstochter+zum+goldenen+Berge			Drei desertierte Soldaten gingen in eine Wildnis hinein.
931	38	6	Märchen	1914	Der eiserne Mann	Karl Spiegel	http://www.zeno.org/Literatur/M/Spiegel,+Karl/M%C3%A4rchen/M%C3%A4rchen+aus+Bayern/1.+Echte+M%C3%A4rchen/7.+Der+eiserne+Mann			Es war einmal ein ausgedienter Soldat.
932	105	17	Märchen	1914	Der erlöste Schloßspuk	Karl Spiegel	http://www.zeno.org/Literatur/M/Spiegel,+Karl/M%C3%A4rchen/M%C3%A4rchen+aus+Bayern/1.+Echte+M%C3%A4rchen/8.+Der+erl%C3%B6ste+Schlo%C3%9Fspuk			Einmal kam ein armer Handwerksbursch recht müde spät abends zu einem Wirtshaus und bat um ein Nachtlager.
933	69	13	Märchen	1914	Der Zauberer und sein Lehrling	Karl Spiegel	http://www.zeno.org/Literatur/M/Spiegel,+Karl/M%C3%A4rchen/M%C3%A4rchen+aus+Bayern/1.+Echte+M%C3%A4rchen/9.+Der+Zauberer+und+sein+Lehrling			Es war einmal ein Vater, der hatte drei Söhne: Jörg, Michel und Hans.
934	34	7	Märchen	1914	Das tränennasse Totenhemd	Karl Spiegel	http://www.zeno.org/Literatur/M/Spiegel,+Karl/M%C3%A4rchen/M%C3%A4rchen+aus+Bayern/1.+Echte+M%C3%A4rchen/10.+Das+tr%C3%A4nennasse+Totenhemd			Amol is era Frau ihr Kind gstorbn.
935	98	16	Märchen	1914	Der Schmied von Mitterbach	Karl Spiegel	http://www.zeno.org/Literatur/M/Spiegel,+Karl/M%C3%A4rchen/M%C3%A4rchen+aus+Bayern/1.+Echte+M%C3%A4rchen/11.+Der+geprellte+Teufel/a.+Der+Schmied+von+Mitterbach			Ein Schmied in Mitterbach versprach, sich dem Teufel zu ergeben, wenn er ihm drei Wünsche erfülle.
936	100	18	Märchen	1914	Der schlaue Bauer	Karl Spiegel	http://www.zeno.org/Literatur/M/Spiegel,+Karl/M%C3%A4rchen/M%C3%A4rchen+aus+Bayern/1.+Echte+M%C3%A4rchen/11.+Der+geprellte+Teufel/b.+Der+schlaue+Bauer			Ein Bauer versprach dem Teufel sein Weib, wenn ihm der Teufel den Hut mit lauter guten Talern fülle.
937	84	15	Märchen	1914	Die dankbaren Tiere	Karl Spiegel	http://www.zeno.org/Literatur/M/Spiegel,+Karl/M%C3%A4rchen/M%C3%A4rchen+aus+Bayern/1.+Echte+M%C3%A4rchen/12.+Die+dankbaren+Tiere			Es war einmal eine Frau, die hatte drei Töchter; die hießen: Hulda, Maria und Venus.
938	94	22	Märchen	1914	Die Geiß und der Bär	Karl Spiegel	http://www.zeno.org/Literatur/M/Spiegel,+Karl/M%C3%A4rchen/M%C3%A4rchen+aus+Bayern/1.+Echte+M%C3%A4rchen/13.+Das+M%C3%A4rchen+von+der+Gei%C3%9F+(Ziege)+und+ihren+Zicklein/a.+Die+Gei%C3%9F+und+der+B%C3%A4r			Amoi is a goas gwen und dö had dro kitzl ghad und da iß hoid oft füa d' kitzl ös lauwad ganga.
939	53	12	Märchen	1914	Die Geiß und der Wolf	Karl Spiegel	http://www.zeno.org/Literatur/M/Spiegel,+Karl/M%C3%A4rchen/M%C3%A4rchen+aus+Bayern/1.+Echte+M%C3%A4rchen/13.+Das+M%C3%A4rchen+von+der+Gei%C3%9F+(Ziege)+und+ihren+Zicklein/b.+Die+Gei%C3%9F+und+der+Wolf			Es war emal e alte Geiß, di hat 7 junge Geißli ghabt.
940	138	27	Märchen	1914	Dem Hähnchen droht der Tod durch einen verschluckten Kirschenkern	Karl Spiegel	http://www.zeno.org/Literatur/M/Spiegel,+Karl/M%C3%A4rchen/M%C3%A4rchen+aus+Bayern/1.+Echte+M%C3%A4rchen/14.+H%C3%BChnchen+und+H%C3%A4hnchen/a.+Dem+H%C3%A4hnchen+droht+der+Tod+durch+einen+verschluckten			Emal is es Hühnle un es Gökerle in em goldne Kütschle über Land gefahrn un da sin se an en Kirschbaum komme, da warn reife Kirscheli dran.
941	66	13	Märchen	1914	Dem Hähnchen droht der Tod durch einen Nußkern	Karl Spiegel	http://www.zeno.org/Literatur/M/Spiegel,+Karl/M%C3%A4rchen/M%C3%A4rchen+aus+Bayern/1.+Echte+M%C3%A4rchen/14.+H%C3%BChnchen+und+H%C3%A4hnchen/b.+Dem+H%C3%A4hnchen+droht+der+Tod+durch+einen+Nu%C3%9Fkern			A mal gingen a Hennerl und a Hannerl spazieren am Berg in Nußkern.
942	47	6	Märchen	1914	Das ausgepickte Auge des Hühnchen	Karl Spiegel	http://www.zeno.org/Literatur/M/Spiegel,+Karl/M%C3%A4rchen/M%C3%A4rchen+aus+Bayern/1.+Echte+M%C3%A4rchen/14.+H%C3%BChnchen+und+H%C3%A4hnchen/c.+Das+ausgepickte+Auge+des+H%C3%BChnchen			Hinkelchen und Gickelchen waren zwä Gschwister.
943	36	5	Märchen	1914	Die Füchsin und ihre Freier	Karl Spiegel	http://www.zeno.org/Literatur/M/Spiegel,+Karl/M%C3%A4rchen/M%C3%A4rchen+aus+Bayern/1.+Echte+M%C3%A4rchen/15.+Die+F%C3%BCchsin+und+ihre+Freier			»Gut'n Tag, Frau Katzenschmatz! […]«
944	28	6	Märchen	1914	Der geschundene Geißbock	Karl Spiegel	http://www.zeno.org/Literatur/M/Spiegel,+Karl/M%C3%A4rchen/M%C3%A4rchen+aus+Bayern/1.+Echte+M%C3%A4rchen/16.+Der+geschundene+Gei%C3%9Fbock			A mal is a Schneida gewesen.
945	59	10	Märchen	1914	Maus, Wurst und Frosch	Karl Spiegel	http://www.zeno.org/Literatur/M/Spiegel,+Karl/M%C3%A4rchen/M%C3%A4rchen+aus+Bayern/1.+Echte+M%C3%A4rchen/17.+Maus,+Wurst+und+Frosch			Eine Maus, eine Wurst und ein Frosch hielten zusammen Haus.
946	96	15	Märchen	1914	Warum die Menschen nicht mehr wissen, wann sie sterben	Karl Spiegel	http://www.zeno.org/Literatur/M/Spiegel,+Karl/M%C3%A4rchen/M%C3%A4rchen+aus+Bayern/2.+Legend%C3%A4re+M%C3%A4rchen/18.+Warum+die+Menschen+nicht+mehr+wissen,+wann+sie+sterben			Früher wußten die Menschen, wann sie sterben müssen und arbeiteten darum nur wenig und schlecht.
947	48	8	Märchen	1914	Jesus und Petrus dreschen	Karl Spiegel	http://www.zeno.org/Literatur/M/Spiegel,+Karl/M%C3%A4rchen/M%C3%A4rchen+aus+Bayern/2.+Legend%C3%A4re+M%C3%A4rchen/19.+Jesus+und+Petrus+dreschen			Der liebe Jesus ging einmal mit Petrus überland.
948	134	28	Märchen	1914	Der Schmied von Hakenbach	Karl Spiegel	http://www.zeno.org/Literatur/M/Spiegel,+Karl/M%C3%A4rchen/M%C3%A4rchen+aus+Bayern/2.+Legend%C3%A4re+M%C3%A4rchen/20.+Der+Schmied+von+Hakenbach			Za dera Zeit, wia unsa Herrgott na af der Welt umagroast is und da heilö Peta mit öham, da is öa a moi da Schmied vo Hokaba[ch] göngt.
949	103	19	Märchen	1914	Die passenden Antworten	Karl Spiegel	http://www.zeno.org/Literatur/M/Spiegel,+Karl/M%C3%A4rchen/M%C3%A4rchen+aus+Bayern/3.+Schwank-+und+Schreckm%C3%A4rchen/21.+Die+passenden+Antworten			Dem Hans war sei Mutta gstorbn und da Vata hat wieda gheirat; aber sei Stiefmutter hat'n Hans net mögn.
950	200	36	Märchen	1914	Der kluge Müller	Karl Spiegel	http://www.zeno.org/Literatur/M/Spiegel,+Karl/M%C3%A4rchen/M%C3%A4rchen+aus+Bayern/3.+Schwank-+und+Schreckm%C3%A4rchen/22.+Der+kluge+M%C3%BCller			Es war einst ein Müller, ein sehr gescheiter Mann, der stets lustig und fidel war, für jeden Menschen ein gutes Wort und einen guten Rat hatte und stets sagte: ich lebe ganz zufrieden und ohne Sorgen.
951	151	27	Märchen	1914	Der schlaue Schäfer	Karl Spiegel	http://www.zeno.org/Literatur/M/Spiegel,+Karl/M%C3%A4rchen/M%C3%A4rchen+aus+Bayern/3.+Schwank-+und+Schreckm%C3%A4rchen/23.+Der+schlaue+Sch%C3%A4fer			Es war einmal ein König, der hatte eine Tochter, welche das schönste Mädchen im Lande war, aber sie war krank und noch niemand hatte ihr helfen können.
952	184	33	Märchen	1914	Des Königs Schatzkammer	Karl Spiegel	http://www.zeno.org/Literatur/M/Spiegel,+Karl/M%C3%A4rchen/M%C3%A4rchen+aus+Bayern/3.+Schwank-+und+Schreckm%C3%A4rchen/24.+Des+K%C3%B6nigs+Schatzkammer			Es war einmal ein armer Vater, der hatte ein Häufle Kinder und dazu seine liebe Not, doch waren alle, Alt und Jung, stets lustig und fidel, wenn es ihnen auch manchesmal schlecht ging.
953	59	13	Märchen	1914	Der Schneider und der Jude	Karl Spiegel	http://www.zeno.org/Literatur/M/Spiegel,+Karl/M%C3%A4rchen/M%C3%A4rchen+aus+Bayern/3.+Schwank-+und+Schreckm%C3%A4rchen/25.+Der+Schneider+und+der+Jude			Da war amal a Schneider und der hat si an Stoff kafn wolln.
954	84	18	Märchen	1914	Die Frau und der Mann vom Galgen	Karl Spiegel	http://www.zeno.org/Literatur/M/Spiegel,+Karl/M%C3%A4rchen/M%C3%A4rchen+aus+Bayern/3.+Schwank-+und+Schreckm%C3%A4rchen/26.+Die+Frau+und+der+Mann+vom+Galgen			Es war amal a Frau, die war krank und etz hat dr Mo a greicherts Fleisch holn müssn.
955	120	23	Märchen	1914	Das Mädchen und das Gespenst	Karl Spiegel	http://www.zeno.org/Literatur/M/Spiegel,+Karl/M%C3%A4rchen/M%C3%A4rchen+aus+Bayern/3.+Schwank-+und+Schreckm%C3%A4rchen/27.+Das+M%C3%A4dchen+und+das+Gespenst			Da war amal a Mädla, dem sei Mudder war gstorm und die hat immer durchn Kirchhof gmußt, wenns von der Schul hamganga is.
956	20	5	Märchen	1914	Der dumme Bauer	Karl Spiegel	http://www.zeno.org/Literatur/M/Spiegel,+Karl/M%C3%A4rchen/M%C3%A4rchen+aus+Bayern/3.+Schwank-+und+Schreckm%C3%A4rchen/28.+Der+dumme+Bauer			Da war amal a Bauer.
957	232	35	Märchen	1914	Der Kraxelmann	Karl Spiegel	http://www.zeno.org/Literatur/M/Spiegel,+Karl/M%C3%A4rchen/M%C3%A4rchen+aus+Bayern/3.+Schwank-+und+Schreckm%C3%A4rchen/29.+Der+Kraxelmann			Wenn die Kinder sich zum Fenster hinausbeugen, trotz der Warnung der Mutter, kommt er (nämlich der Kraxelmann) mit einer langen Stange, die in jedes Stockwerk hinaufreicht, und im Nu hat er die ungezogenen Kinder heruntergeschlagen.
958	177	33	Märchen	1914	Das Schloß im Wald	Karl Spiegel	http://www.zeno.org/Literatur/M/Spiegel,+Karl/M%C3%A4rchen/M%C3%A4rchen+aus+Bayern/Nachtrag/Das+Schlo%C3%9F+im+Wald			Es war einmal ein Müller, der hatte drei Töchter, die mußten ihm die Kühe auf der Weide hüten der Reihe nach, am ersten Tag die älteste, dann die zweite, am dritten die jüngste.
959	62	12	Märchen	1821	Der erste April	Karoline Stahl	http://www.zeno.org/Literatur/M/Stahl,+Karoline/M%C3%A4rchen/Fabeln,+M%C3%A4hrchen+und+Erz%C3%A4hlungen+f%C3%BCr+Kinder/Der+erste+April			»Heut' ist der erste April; heut' führ' ich an, wen ich will.«
960	87	12	Märchen	1821	Karls Weihnachtsgeschenk	Karoline Stahl	http://www.zeno.org/Literatur/M/Stahl,+Karoline/M%C3%A4rchen/Fabeln,+M%C3%A4hrchen+und+Erz%C3%A4hlungen+f%C3%BCr+Kinder/Karls+Weihnachtsgeschenk			Karl war immer ungehorsam und unfolgsam, und kränkte seine Eltern dadurch unaufhörlich.
961	113	14	Märchen	1821	Däumling	Karoline Stahl	http://www.zeno.org/Literatur/M/Stahl,+Karoline/M%C3%A4rchen/Fabeln,+M%C3%A4hrchen+und+Erz%C3%A4hlungen+f%C3%BCr+Kinder/D%C3%A4umling			Däumling war im achtzehnten Lebensjahre, ein fingerlanges Männchen, wohlgebildet und niedlich, aber winzig klein.
962	122	21	Märchen	1821	Die Gevatterinnen	Karoline Stahl	http://www.zeno.org/Literatur/M/Stahl,+Karoline/M%C3%A4rchen/Fabeln,+M%C3%A4hrchen+und+Erz%C3%A4hlungen+f%C3%BCr+Kinder/Die+Gevatterinnen			Ein König der sehr gut war, lebte mit seiner Gemahlin recht glücklich, und der einzige Wunsch beider war, Kinder zu haben.
963	90	14	Märchen	1821	Beispiele von lächerlicher Furcht und Aberglauben	Karoline Stahl	http://www.zeno.org/Literatur/M/Stahl,+Karoline/M%C3%A4rchen/Fabeln,+M%C3%A4hrchen+und+Erz%C3%A4hlungen+f%C3%BCr+Kinder/Beispiele+von+l%C3%A4cherlicher+Furcht+und+Aberglauben			In einem Dorfe waren einst die Bauern, die es bewohnten, sehr abergläubisch und furchtsam.
964	147	23	Märchen	1821	Prinzessin Elmine	Karoline Stahl	http://www.zeno.org/Literatur/M/Stahl,+Karoline/M%C3%A4rchen/Fabeln,+M%C3%A4hrchen+und+Erz%C3%A4hlungen+f%C3%BCr+Kinder/Prinzessin+Elmine			Es lebte einmal eine Königin, die so unglücklich war, ein schlechtes Weib zur Saugamme ihrer kleinen Tochter, die sie zärtlich liebte, zu bekommen.
965	28	4	Märchen	1821	Wiegenlied für eine Puppe	Karoline Stahl	http://www.zeno.org/Literatur/M/Stahl,+Karoline/M%C3%A4rchen/Fabeln,+M%C3%A4hrchen+und+Erz%C3%A4hlungen+f%C3%BCr+Kinder/Wiegenlied+f%C3%BCr+eine+Puppe			Schlummre du, Püppchen mein!
966	107	18	Märchen	1821	Die Müllerstöchter	Karoline Stahl	http://www.zeno.org/Literatur/M/Stahl,+Karoline/M%C3%A4rchen/Fabeln,+M%C3%A4hrchen+und+Erz%C3%A4hlungen+f%C3%BCr+Kinder/Die+M%C3%BCllerst%C3%B6chter			Ein reicher, reicher Müller hatte drei Töchter, die es sich in den Kopf setzten, vornehme Frauen zu werden.
967	123	17	Märchen	1821	Thörichter Muthwille	Karoline Stahl	http://www.zeno.org/Literatur/M/Stahl,+Karoline/M%C3%A4rchen/Fabeln,+M%C3%A4hrchen+und+Erz%C3%A4hlungen+f%C3%BCr+Kinder/Th%C3%B6richter+Muthwille			Adolph war sehr muthwillig, neckte und plagte seine Geschwister und Spielkameraden und ängstigte sie durch unzeitige Späße.
968	70	13	Märchen	1821	Die Prinzessin Graziose	Karoline Stahl	http://www.zeno.org/Literatur/M/Stahl,+Karoline/M%C3%A4rchen/Fabeln,+M%C3%A4hrchen+und+Erz%C3%A4hlungen+f%C3%BCr+Kinder/Die+Prinzessin+Graziose			Es lebte einmal ein König, der eine Tochter hatte, die er sehr liebte.
969	104	16	Märchen	1821	Strafe und Besserung	Karoline Stahl	http://www.zeno.org/Literatur/M/Stahl,+Karoline/M%C3%A4rchen/Fabeln,+M%C3%A4hrchen+und+Erz%C3%A4hlungen+f%C3%BCr+Kinder/Strafe+und+Besserung			Friederike war nicht bloß genäschig, sie läugnete es sogar, selbst wenn sie beim Naschen erwischt wurde.
970	110	19	Märchen	1821	Der Pomeranzenbaum und die Biene	Karoline Stahl	http://www.zeno.org/Literatur/M/Stahl,+Karoline/M%C3%A4rchen/Fabeln,+M%C3%A4hrchen+und+Erz%C3%A4hlungen+f%C3%BCr+Kinder/Der+Pomeranzenbaum+und+die+Biene			Es gab einmal einen König der seine Gemahlin und seine Kinder (er hatte deren nur zwei), sehr zärtlich liebte.
971	85	13	Märchen	1821	Fritzens Wanderschaft	Karoline Stahl	http://www.zeno.org/Literatur/M/Stahl,+Karoline/M%C3%A4rchen/Fabeln,+M%C3%A4hrchen+und+Erz%C3%A4hlungen+f%C3%BCr+Kinder/Fritzens+Wanderschaft			Fritz war ein verzärteltes Muttersöhnchen, das den ganzen Tag hinter dem Ofen hockte.
972	71	13	Märchen	1821	Die Haselnüsse	Karoline Stahl	http://www.zeno.org/Literatur/M/Stahl,+Karoline/M%C3%A4rchen/Fabeln,+M%C3%A4hrchen+und+Erz%C3%A4hlungen+f%C3%BCr+Kinder/Die+Haseln%C3%BCsse			Eine Frau hatte drei Töchter, die, als sie starb, noch sehr jung waren.
973	61	9	Märchen	1821	Unermüdete Beharrlichkeit	Karoline Stahl	http://www.zeno.org/Literatur/M/Stahl,+Karoline/M%C3%A4rchen/Fabeln,+M%C3%A4hrchen+und+Erz%C3%A4hlungen+f%C3%BCr+Kinder/Unerm%C3%BCdete+Beharrlichkeit			Gottlieb war von Jugend auf ein fleißiger, gutmüthiger Knabe.
974	71	10	Märchen	1821	Das Stäbchen	Karoline Stahl	http://www.zeno.org/Literatur/M/Stahl,+Karoline/M%C3%A4rchen/Fabeln,+M%C3%A4hrchen+und+Erz%C3%A4hlungen+f%C3%BCr+Kinder/Das+St%C3%A4bchen			Röschen hatte nicht gesponnen, sondern war im Walde spazieren gegangen.
975	84	14	Märchen	1821	Das Häuschen von Zuckerwerk	Karoline Stahl	http://www.zeno.org/Literatur/M/Stahl,+Karoline/M%C3%A4rchen/Fabeln,+M%C3%A4hrchen+und+Erz%C3%A4hlungen+f%C3%BCr+Kinder/Das+H%C3%A4uschen+von+Zuckerwerk			Zwei Kinder hatten sich im Walde verirret und starben fast vor Hunger und Müdigkeit.
976	108	18	Märchen	1821	Voreilige Nachahmungssucht und ihre Folgen	Karoline Stahl	http://www.zeno.org/Literatur/M/Stahl,+Karoline/M%C3%A4rchen/Fabeln,+M%C3%A4hrchen+und+Erz%C3%A4hlungen+f%C3%BCr+Kinder/Voreilige+Nachahmungssucht+und+ihre+Folgen			Franz hatte sich gewöhnt alles was er sah und hörte nachzuäffen, daher bekam er auch den Beinamen, Aeffchen.
977	111	20	Märchen	1821	Eine Mordthat durch eine Kröte entdeckt	Karoline Stahl	http://www.zeno.org/Literatur/M/Stahl,+Karoline/M%C3%A4rchen/Fabeln,+M%C3%A4hrchen+und+Erz%C3%A4hlungen+f%C3%BCr+Kinder/Eine+Mordthat+durch+eine+Kr%C3%B6te+entdeckt			Selten nur bleibt eine böse That ganz verborgen und oft noch im spätesten Alter muß, der sie beging, sie büßen.
978	524	81	Märchen	1821	Die guten Kinder	Karoline Stahl	http://www.zeno.org/Literatur/M/Stahl,+Karoline/M%C3%A4rchen/Fabeln,+M%C3%A4hrchen+und+Erz%C3%A4hlungen+f%C3%BCr+Kinder/Die+guten+Kinder			In einer großen Handelsstadt lebte einst ein Kaufmann, den jedermann für den Reichsten in der Stadt hielt; denn seine Geschäfte waren groß und weit ausgedehnt, und er und seine Familie lebten auf eine glänzende Weise, das heißt, sie bewohnten ein schönes Haus, das mit dem schönsten Hausgeräthe und Meubeln reich versehen war, hielten eine prachtvolle Equipage und eine offne Tafel für jeden noch so entfernten Bekannten; die vielen Abendzirkel nicht zu gedenken, die wöchentlich mehrere Male bei ihnen nicht fehlen durften.
979	99	17	Märchen	1821	Der buckliche Liebling	Karoline Stahl	http://www.zeno.org/Literatur/M/Stahl,+Karoline/M%C3%A4rchen/Fabeln,+M%C3%A4hrchen+und+Erz%C3%A4hlungen+f%C3%BCr+Kinder/Der+buckliche+Liebling			Ein Sultan zu Bagdad hatte einst einen kleinen Bucklichen an seinem Hofe, den er über alles liebte.
980	20	3	Märchen	1821	Die Näscherinnen und das mäßige Kind	Karoline Stahl	http://www.zeno.org/Literatur/M/Stahl,+Karoline/M%C3%A4rchen/Fabeln,+M%C3%A4hrchen+und+Erz%C3%A4hlungen+f%C3%BCr+Kinder/Die+N%C3%A4scherinnen+und+das+m%C3%A4%C3%9Fige+Kind			Louise naschte gern.
981	157	28	Märchen	1821	Die Hacke des Helim	Karoline Stahl	http://www.zeno.org/Literatur/M/Stahl,+Karoline/M%C3%A4rchen/Fabeln,+M%C3%A4hrchen+und+Erz%C3%A4hlungen+f%C3%BCr+Kinder/Die+Hacke+des+Helim			Vor vielen Jahren lebte in einem fernen Lande ein Mann der drei Söhne hatte, mit denen er ein artiges Haus bewohnte, das in einem schönen Garten gebauet war.
982	116	22	Märchen	1821	Die treue Magd	Karoline Stahl	http://www.zeno.org/Literatur/M/Stahl,+Karoline/M%C3%A4rchen/Fabeln,+M%C3%A4hrchen+und+Erz%C3%A4hlungen+f%C3%BCr+Kinder/Die+treue+Magd			Es lebten einst zwei Brüder, von denen der eine Abu, sehr reich, der andere aber, Casem war sein Name, sehr arm war.
983	166	31	Märchen	1821	Der unvermuthete Schatz	Karoline Stahl	http://www.zeno.org/Literatur/M/Stahl,+Karoline/M%C3%A4rchen/Fabeln,+M%C3%A4hrchen+und+Erz%C3%A4hlungen+f%C3%BCr+Kinder/Der+unvermuthete+Schatz			Ein armer Fischer warf sein Netz den ganzen Tag hindurch aus, und wenn er es aus dem Wasser zog, war es leer, oder nur ein paar kleine Fischchen befanden sich darinn.
984	175	27	Märchen	1821	Die beiden Brüder	Karoline Stahl	http://www.zeno.org/Literatur/M/Stahl,+Karoline/M%C3%A4rchen/Fabeln,+M%C3%A4hrchen+und+Erz%C3%A4hlungen+f%C3%BCr+Kinder/Die+beiden+Br%C3%BCder			Ein Kaufmann hatte das Unglück, durch den Krieg zu verarmen, und alle seine Bemühungen und Anstrengungen konnten nicht hinreichen, ihn, und seine Frau und Kinder, zu ernähren.
985	102	16	Märchen	1821	Bestrafter Ungehorsam	Karoline Stahl	http://www.zeno.org/Literatur/M/Stahl,+Karoline/M%C3%A4rchen/Fabeln,+M%C3%A4hrchen+und+Erz%C3%A4hlungen+f%C3%BCr+Kinder/Bestrafter+Ungehorsam			Wilhelm, ein achtjähriger Knabe, fand ein großes Vergnügen daran ein Pferd zu besteigen und zu reiten.
986	359	53	Märchen	1821	Die guten Kinder	Karoline Stahl	http://www.zeno.org/Literatur/M/Stahl,+Karoline/M%C3%A4rchen/Fabeln,+M%C3%A4hrchen+und+Erz%C3%A4hlungen+f%C3%BCr+Kinder/Die+guten+Kinder+%5B1%5D			Der Geburtstag der guten Mutter nahete; da versammelten sich die größern Kinder immer in einen Haufen und flüsterten untereinander, wie sie ihr kleines Taschengeld, das sie schon lange zu diesem Vorhaben aufgespart hatten, nun anwenden wollten, der Mutter ihre Liebe und kindliche Dankbarkeit, durch manches kleine Geschenk an dem festlichen Tage zu beweisen.
987	128	21	Märchen	1821	Marie und Felix	Karoline Stahl	http://www.zeno.org/Literatur/M/Stahl,+Karoline/M%C3%A4rchen/Fabeln,+M%C3%A4hrchen+und+Erz%C3%A4hlungen+f%C3%BCr+Kinder/Marie+und+Felix			Die kleine Marie kam aus der Schule und hüpfte über die glatten Steine des Pflasters, welche der Frost schlüpfrig gemacht hatte.
988	87	14	Märchen	1821	Die bösen Schwestern und die gute	Karoline Stahl	http://www.zeno.org/Literatur/M/Stahl,+Karoline/M%C3%A4rchen/Fabeln,+M%C3%A4hrchen+und+Erz%C3%A4hlungen+f%C3%BCr+Kinder/Die+b%C3%B6sen+Schwestern+und+die+gute			Eine Frau lebte mit drei Töchtern in einem großen Walde von allen Menschen abgesondert.
989	57	10	Märchen	1821	Der Zänker	Karoline Stahl	http://www.zeno.org/Literatur/M/Stahl,+Karoline/M%C3%A4rchen/Fabeln,+M%C3%A4hrchen+und+Erz%C3%A4hlungen+f%C3%BCr+Kinder/Der+Z%C3%A4nker			Fritz war so zänkisch, daß er sich mit Niemanden vertrug.
990	91	15	Märchen	1821	Das gute Kind	Karoline Stahl	http://www.zeno.org/Literatur/M/Stahl,+Karoline/M%C3%A4rchen/Fabeln,+M%C3%A4hrchen+und+Erz%C3%A4hlungen+f%C3%BCr+Kinder/Das+gute+Kind			Die kleine Nina war ein so gutes, freundliches Kind, daß jedermann sie herzlich lieb hatte.
991	114	17	Märchen	1821	Der edle Sohn	Karoline Stahl	http://www.zeno.org/Literatur/M/Stahl,+Karoline/M%C3%A4rchen/Fabeln,+M%C3%A4hrchen+und+Erz%C3%A4hlungen+f%C3%BCr+Kinder/Der+edle+Sohn			Es wüthete einst ein recht langwieriger und furchtbarer Krieg, der viele Menschen in die bitterste Armuth stürzte.
992	101	16	Märchen	1821	Die gute Margarethe	Karoline Stahl	http://www.zeno.org/Literatur/M/Stahl,+Karoline/M%C3%A4rchen/Fabeln,+M%C3%A4hrchen+und+Erz%C3%A4hlungen+f%C3%BCr+Kinder/Die+gute+Margarethe			Margarethe spann und spann den ganzen Tag mit angestrengtem Fleiß, um ihre kranke Mutter zu ernähren.
993	110	19	Märchen	1821	Der Besuch bei der reichen Fee	Karoline Stahl	http://www.zeno.org/Literatur/M/Stahl,+Karoline/M%C3%A4rchen/Fabeln,+M%C3%A4hrchen+und+Erz%C3%A4hlungen+f%C3%BCr+Kinder/Der+Besuch+bei+der+reichen+Fee			Es war einst eine Fee, welche recht gütig gegen Alle, besonders gegen die Kinder, welche sie sehr liebte, war.
994	330	56	Märchen	1821	Elisens Versprechungen	Karoline Stahl	http://www.zeno.org/Literatur/M/Stahl,+Karoline/M%C3%A4rchen/Fabeln,+M%C3%A4hrchen+und+Erz%C3%A4hlungen+f%C3%BCr+Kinder/Elisens+Versprechungen			Sieh nur, sprach Elise zu ihrer Schwester Julie, hier habe ich einige Groschen, die spare ich recht, und wenn ich wieder etwas Geld vom Vater oder von der Mutter bekomme, wird es zu diesen gethan, bis ich einige Thaler zusammen gebracht, und dann kaufe ich zu Weihnachten den Eltern und den Geschwistern recht viele schöne Sachen.
995	234	37	Märchen	1821	Tollkühnheit	Karoline Stahl	http://www.zeno.org/Literatur/M/Stahl,+Karoline/M%C3%A4rchen/Fabeln,+M%C3%A4hrchen+und+Erz%C3%A4hlungen+f%C3%BCr+Kinder/Tollk%C3%BChnheit			Die Schüler eines Gymnasiums belustigten sich immer in der Zwischenzeit, wenn die Stunde des einen der Lehrer vorüber war, und der andere noch nicht seinen Unterricht begann, mit mancherlei Spielen auf dem freien Platze vor dem Hause.
996	102	14	Märchen	1821	Man soll Niemanden verspotten, oder der edle Jud	Karoline Stahl	http://www.zeno.org/Literatur/M/Stahl,+Karoline/M%C3%A4rchen/Fabeln,+M%C3%A4hrchen+und+Erz%C3%A4hlungen+f%C3%BCr+Kinder/Man+soll+Niemanden+verspotten,+oder+der+edle+Jud			Einige Kinder verspotteten einst einen sehr armselig gekleideten Juden, und äfften seine Sprache nach.
997	31	4	Märchen	1821	Lottchens Geburtstagsfeier	Karoline Stahl	http://www.zeno.org/Literatur/M/Stahl,+Karoline/M%C3%A4rchen/Fabeln,+M%C3%A4hrchen+und+Erz%C3%A4hlungen+f%C3%BCr+Kinder/Lottchens+Geburtstagsfeier			Lottchens Geburtstag kam heran.
